,text
223707,"@marginatasnaily yep in bed,got out for a bit but then couldnt be bothered to get dressed so got back in LOL.hope u dont get gagged again "
369824,@msalinabeans I found you on @fatherz's UStream Twitter; looking forward to following you. Will add your site to my reader too. God bless 
81094,is going to eat then try to sleep. Why do I have trouble sleeping so often? 
235448,@timetraveling Me too 
500129,"is going to lay out at the beach today even if its not sunny, cuz i can tan even with clouds "
407817,@georgenemeth Loved the 10 Commandments in txt 
344911,I feel so nauseated. I need to do something with my life. I've gotten used to doing nothing 
58934,likes the #augmented reality #island of #ovos http://www.ovos.at/flar/ -- would like to see a real island of #tonga 
167421,@aaron4equality http://twitpic.com/7vezx - Oh god hun I'm so sorry that happened  *huggles and cuddles*
301123,"crampy, got to get revision done, "
429841,Headache 
161019,@lovelysamm I can trust in you truth? is that truly I am very badly 
524975,has a lot going through her head &amp; work is the best place for distraction. Happiness &amp; Positivity continuing. Blessings 
83849,"@Kelliekk Hi  well, they all just don't want to miss you. And with upload this nice pics your friends found a way so you don't want to go."
228514,@tgadget When I type &quot;@&quot; a dropdown appears that narrows down a list of friends as I type out a username. Not all of my friends are there 
19060,"Sad - I spent the evening writing a wallboard app to display the status of various systems at work.  But, Script.aculo.us is sweet "
286345,Back At School. Damn. Want It To Be Half Term!!! 
270895,Morning people! 
427140,"just watched BGT on catch up, aw i felt so sorry for holly "
287220,@Xx_JessicaB_xX okay  do it your way then :p
90547,listening to blink 182  &lt;3
308194,"@tommcfly Make 3 thousand people smile again, back to Curitiba - Brazil "
98870,http://twitpic.com/3kt5m - the joys of a Sunday - on the way home from the park 
392731,had am orthodonist appointment today-my teeth hurts so much 
483695,@DonnieWahlberg How blessed are WE Donnie for having you on this earth to give us great joy! 
136103,just got home &amp; eatin chinese food. wasnt able to watch pacman's fight. glad to hear he won though!  HELLOOO TWITTERLAND!
153121,Going to bed starving like the children in Rwanda 
189034,"@birdynumnumz Looking forward to it!  Everyone has a unique perspective, sounds like your tale is going to be fascinating "
407133,feeling VERY confident 
456796,@Kenziekins8193 it was awesome last year. no bs showed up too. 
260446,why do I always sleep in  I have to leave in 16 minutes!
106374,@DJHero http://yfrog.com/0ag6fjj Wish I was there... Cant believe it! 
78015,Keeping up with the Kardashians finale tonight! I'm excited 
132728,"Its fun to randomly text your nephew, without him knowing that you have his phone number "
246843,getting started with the Twittering 
474446,I think I'm going to throw up any minute. I dunno.. I just feel really bad. 
361397,Waah! i missed her again. now i need to wait for tomorrow. Ahhh! 
201606,crap. 8:30 meeting tomorrow. 
319160,"wishes dat jiro can be as shuai as how he acted as xiatian or guilong , he look gay now  http://plurk.com/p/tpgh8"
337909,@ImWendy nighty night 2 hrs till my bed time 
174611,"@Greyhounds We heard Apples was feeling not so hot   Get well soon, Apples! ~*hugs from the Ark Kids*~"
429243,Going to the Marina in Buffalo to take pictures.  Setup weather updates via tweet for Worcester area.. I love UNIX 
430373,last day of intramural soccer...forever.. 
353393,"Today's dives were GR8! Blue Water Wreck was gorgeous, Cement Wreck was equally gorgeous. Watch out 4 photos "
141607,"@cyndibrigham you are brave, those things scare me "
325325,Sending hugs and kisses to my mother  in heaven.... She truly is an angel and I wish her an amazing Mothers day!! R.I.P mom  Love you!!!!
154388,@laureeeennnn can i borrow your twilight dvd please? 
286242,Late night movie and cuddling with the husband.   // cool http://gykd.net
354496,@JoeJonasLuvr49 oh your lucky!! I have 4 
494325,good day with my mom! @meljwin it was a pleasure for me too. 
329855,Chilled to the bone 
26607,@jacobrgrey got a grade of 77/100 on @grader.  Check it out:  http://twitter.grader.com/jacobrgrey.. I'm Just a C student 
349625,@OffRoad_Dude only wishes he was as good as me! 
269796,long time no tweet 
329435,@jrkgirlnla i'd love to have that chance! but i think my manager is going on vacation that week. only 3 in management including me.  if...
357305,just one more eyeball 2 make for amigurumi frog but have 2 feed menagerie 1st frog will have to wait 
157114,@BastetAsshur I love that song 
467171,oh yeah and 3 day weekend 
426251,@marcindavies thanks! Europe rocks 
345969,"@trishofthetrade have you heard anything further about the walk? I don't know where training is, etc. "
85736,"@witenike of course! I just realized I wasn't following you, oops. I've been in and out of twitter as of late "
518820,On the plane. Nice 3 hr flight on delta so no upgrade.  maybe a movie or better yet a nap
409278,@zacharye N97 or N86? N97 or N86? Round and round the question goes... 
518228,@cupidalaska nope not in NY - should be but ya knows. i need muchos makeovers my nails are damn awful. boy troubles are the worst. 
110513,@PaulaAbdul Saw pics of you leaving the restaurant. You looked beautiful! Nice to see you driving!  Have u left for NYC yet?
169300,@jackgraycnn Loved that vid. &quot;Bosomy&quot; 
216782,@mimicariad it did help 
193058,"Should be sleeping but instead are tweeting or twittering? idk which one to use, not real familiar with the twitter lingo yet "
13676,Just got the professional invitation of a lifetime.   
151616,dragin myself to bed...@KindSoles we need to #crushit at some point!!! let me know when you become tired of your paper dolls 
390592,@dholbach Sounds good. &quot;This patch was brought to you by ...&quot; 
62158,push for iPhone in Italy is a pull service!that's so bad for the batteries (less than one day autonomy)... unusable  os 3.0 not so useful
408665,"@maddieprior so far so good, its only her 2nd lot of wednesday so its still fairly new to us...her hair started to come out friday tho "
513460,Vegas tomorrow who's down  txt me
73544,Feels SO lost! My life line is gone for a couple of days 
3912,@HibaNick Glad I could help 
467436,@ddaze123 sweet! we're gonna take it for sure 
258856,@PrinceKnowsBest philly phil WHATSUP?! hows my brother from another doin lol...FOLLOW FRIDAYS if u dont follow him ill unfollow YOU 
272367,Bored as hell at work. I feel like im here 24/7..Im also missing my TX boo. 
52482,Sometimes I wish I was a kid again...cause skinned knees r easier 2 fix then broken hearts!!  {*GOOBERIFIC*}
6399,Up for hours already 
258680,sore throat. headache. *frown* 
51627,i've been having a john mayer moment pretty much all day today. 
12982,i would tell you how much i've missed you since you've been away 
27735,At the science center. . . No baby machine though! 
420725,Buenas Noches estimad@s Twitters! 
380901,@ShawnNelson Did you go and see Wolverine? I figured you did and that's what triggered the tweet. 
272660,@arturclancy це того варто  �? кращого �?еріалу не бачив
243741,my feet still hurt from yesterday   going out again today
408556,"hey guys, can you post to some friends to follow me, am losing followers "
217297,is proud of her cousin Marissa who graduated from high school tonight! 
123940,Videos are fully editted!!! Check them out!!  www.youtube.com/itsadamblake
43165,@hopeonarope but they're so bouncy 
134194,I have officially lost my voice today 
472637,"@pschiendelman It was pretty hot. Two of them were just hanging out, about 1/2 way up the tower. The rest were inside sleeping "
268320,had to go to her Granny house at 1 am because there's no Light in her house 
200771,@Tinashe_K Listening to Tinashe song because im a true bestfriend even though its a really bad song...and you said &quot;you loved me&quot; 
93744,just lost 2 mor followers  
374647,"I wanna give my phone a smack. Well, not really its problem, but I realized I missed some important replies  and missed a BBQ!"
41093,"Marry the man today, and change his ways tomorrow "
172799,"Excited cause @hef_a_roni is coming over! And we are just gonna hang out  And the MTV movie awards are on, woohoo!"
193347,@C4Robert be proud of me friend i burned the movie 
229745,GO TEAM UK!!Got to wait for ep12 to download  can't wait for the live final on Sunday night!!!! Kinda want frank in the final too tho lol
403778,@Leabella have a peaceful nap and i will tweet to you later! 
316138,@fi69 does sound very very wrong!! have missed him like hell tho 
350830,its summer 09  yearbook in the morning. text me&lt;3
390250,Enjoying having my brother Brandon stay with Dave and me for the week. 
419692,has to open tomorow  on Matt and I's 5th year anniversary too poo
354096,"@Dawn_Abraham So the signal from the universe entered my head in the wrong direction? Okay, I'm turning around.  Have a good day Dawn!"
320240,@beckybeex3 im trying to call youu! 
297079,"@jaytweeting  why limit your story to 140 ch. Tell all what is annoying you at www.iamsoannoyed.com ,it will help relieve your stress "
247155,@kendrajaderossi ah I want to! Just getting out of work  where you bowling?
209297,it's so hot in Zg! Wanna go to the coast... 
124344,"@bleedthegabbi home, and not with you "
206189,cannot wait to be in vegas next month 
149837,@buckhollywood You could always Hulu! 
295697,@BabeHound hey I don't remember that deal lol but at least I let u noe that I wasn't coming......so that's not fair 
215458,@MWILL115  how was work?
431797,@Tatty Ha! My special staus  I'm great - about to run so I can wake up - hope you're having a great day 
204718,"@sabrinapham actually, that Cera twitter isn't the actor: http://bit.ly/Yn7hy - sorry "
50038,@arty_m Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
337796,@HipHopKing hahah that sucksss!  boohoo. im tird. I want my bed. lol.. I'll text ya imma get off twitter. cause im trippin out. lol
198042,"when we leave this year, we won't be coming back. "
266459,Flying back homee 
446914,"Accepted just started, yessss! I looooove this move "
486510,Spending some quality time with my Mags while mommy is at the store 
209541,I'm spending my day tanning and exercising 
403675,loves come dine with me  even though it's a repeat
305807,anyone for the beach tomorrowww? 
489848,"@pocah0ntas i love it here!! its hot and humid. im mad there's no stereotyped texans though. no big hair, nor texan drawl. "
316552,@DaRealsebastian o watch out! I'm at 14 now ) Who's ur Daddy 
136900,@iheartscuttle lolz im actuly really starting too like him   channy???
201454,Colleens today  gosh I'm a busy bee
267836,@Chamallow35 hehe.. can't wait for the new movie.. 24th july seems so far away 
